barcode,name,qty,ton theun,rate,thb_price,product_price_convert,price_song
15955,ບາໂຕຟ້າ,,5200,,,7000,
15954,ບາໂຕຟ້າ,,52000,,,54000,
8859010900747,ບຳລຸງຜົມຫມາກຂີ້ຮູດ,,34000,,,40000,
8859010900754,ບຳລຸງຜົມອັນຊັນ,,34000,,,40000,
26206,ບິກ,,3200,,,4000,
8850943536041,ບິກກ້າຟ້າ,,3200,,,5000,
8850943536058,ບິກກ້າຟ້າ 12 ຖົງ,,35000,,,37000,
8850943536027,ບິກກ້າແດງ,,3200,,,4000,
8850943536034,ບິກກ້າແດງ 12 ຖົງ,,35000,,,37000,
8850425005591,ບິກບູມ,,2513,,,4000,
8850425005621,ບິກບູມ 12 ຫໍ່,,30150,,,37000,
8857126949292,ບິກວອມ,,2513,,,4000,
8858954211797,ບິກວັນມາດເມໂລເມລ່ອນ,,2513,,,4000,
8858954211803,ບິກວັນມາດເມໂລເມລ່ອນ 12 ອັນ,,30150,,,37000,
8855120003002,ບິກແບງສາຫລ່າຍ,,12000,,,17000,
8855120003019,ບິກແບງສາຫລ່າຍ 20 ບາດ,,33000,,,40000,
8855120002647,ບິກແບງໝາກເລັ່ນ,,11418,,,17000,
8855120002654,ບິກແບງໝາກເລັ່ນ 12 ຫໍ່,,31200,,,39000,
8855120002623,ບິກແບັກກຸ້ງ,,12000,,,15000,
8855120002630,ບິກແບັກກຸ້ງ 3ຖົງ,,36000,,,45000,
8850203369051,ບິກແຮມເບີເກີ,,2833,,,4000,
8852975911070,ບິກໂຄນສະຕໍບໍລີ່ 12 ອັນ,,30150,,,37000,
8852975911070,ບິກໂຄນສະຕໍບໍລີ່ 12 ອັນ,,30150,,,37000,
8850389103753,ບິວຕີ້ດີ້ງຂຽວ,,12000,,,14000,
11979,ບິວຕີ້ດີ້ງຂຽວ 4ແພັກ,,281400,,,287000,
11980,ບິວຕີ້ດີ້ງຂຽວ 6ຕຸກ,,70350,,,73000,
8850389103388,ບິວຕີ້ດີ້ງບົວ,,12000,,,14000,
8850199584247,ບີກບອລ5ບາດ,,2513,,,4000,
88850199584247,ບີກບອລ5ບາດ 12 ອັນ,,30150,,,37000,
8854458004606,ບີກຟຸດໄລ 12 ອັນ,,30150,,,37000,
8854458004606,ບີກຟຸດໄລ 12 ອັນ,,30150,,,37000,
8854458004422,ບີກເຮັດ 5ບາດ 12 ອັນ,,30150,,,37000,
8854458004422,ບີກເຮັດ 5ບາດ 12 ອັນ,,30150,,,37000,
8858977888006,ບີບີ ເຄຍໂນດ,,19200,,,26000,
8857126949254,ບີບີມາລາກອງກັມມີ່,,2513,,,4000,
8857126949278,ບີບີມາລາກອງກັມມີ່ 12 ອັນ,,30150,,,37000,
8851989080055,ບີໄນຂຽວ170ມລ,,19800,,,25000,
8885013131925,ບູເບີລີ່ຄຸກກີ້ 100ມລ 24ອັນ,,8200,,,10000,
88885013131925,ບູເບີລີ່ຄຸກກີ້ 75ມລ 24ອັນ,,227000,,,240000,
8850425006734,ປັງກີ່ງຊັອກໂກອແລັດ,,2400,,,3000,
8850425006741,ປັງກີ່ງຊັອກໂກອແລັດ 26ຫໍ່,,37000,,,40000,
8851019010519,ປັອກກີ້,,3200,,,4000,
8850203020693,ປັອບຊ່າຂຽວ,,2833,,,4000,
8850203020723,ປັອບຊ່າບົວ,,3200,,,5000,
8850203020648,ປັອບຊ່າເຫຼືອງ,,2833,,,4000,
8850229101857,ປາກະປ໋ອງມົງກຸດ,,7800,,,12000,
8850153333089,ປາກະປ໋ອງສາມແມ່ຄົວໃຊ້ບ່ວງ,,13600,,,16000,
108850153333090,ປາກະປ໋ອງສາມແມ່ຄົວໃຊ້ບ່ວງ 100 ປ່ອງ,,136000,,,140000,
8851004101055,ປາຕິ້ 5ບາດ,,2513,,,5000,
8851004101604,ປາຕິ້ 5ບາດ 12 ຫໍ່,,30150,,,37000,
8858826901894,ປາແດກກາທອງ,,9800,,,12000,
8858981500031,ປາແດກແມ່ບູນລ້ຳ,,8900,,,12000,
8854458009953,ປີ່ນໂຕ,,2513,,,4000,
8854458006358,ປີ່ນໂຕ 12 ອັນ,,30150,,,37000,
8850425012414,ປີໂປ້ 32ຈອກ,,16000,,,20000,
8850425006314,ປີໂປ້ກຳມີ່,,2833,,,4000,
8850425000183,ປີໂປ້ຈອກ,,3500,,,5000,
8850425000145,ປີໂປ້ຈອກ 6 ຈອກ,,18000,,,20000,
25810,ປື້ມ 100 ຫນ້າ,,4000,,,5000,
25797,ປື້ມ 100 ຫນ້າ / 10 ຫົວ,,36000,,,45000,
25799,ປື້ມ 100 ຫນ້າ ແບບຫໍ່,,8000,,,6000,
25798,ປື້ມ 200 ຫນ້າ / 10 ຫົວ,,68000,,,85000,
25800,ປື້ມ 200 ຫນ້າ ແບບຫໍ່,,9000,,,11000,
25796,ປື້ມ 3000 ກີບ,,2400,,,3000,
25795,ປື້ມ 3000 ກີບ/ 20 ຫົວ,,36000,,,45000,
6910289450196,ປຸກລຸກກັມມີ່ 12 ອັນ,,30150,,,37000,
6910289450189,ປຸກລຸກກັມມີ່ 12 ອັນ,,2513,,,4000,
16200,ປຸ໋ຍຫມາກ 1 ກິໂລ,,12610,,,20000,
1*5016200,ປຸ໋ຍຫມາກ 50 ກິໂລ,,630000,,,640000,
04600,ປຸ໋ຍເລັ່ງ 1 ກິໂລ,,12480,,,20000,
15990,ປຸ໋ຍເລັ່ງ 50ກິໂລ,,624000,,,634000,
8850765001048,ປູໄທ   12 ຫໍ່,,30150,,,37000,
8850765001048,ປູໄທ   12 ຫໍ່,,30150,,,37000,
6974088880004,ຜັກອົບກອບ,,28000,,,35000,
12385,ຜັ້າຮອງຍ່ຽວແບບແພຍາງ,,38000,,,43000,
12384,ຜ້າກັນເປື້້ອນເດັກ,,35000,,,40000,
8936071430038,ຜ້າປຽກ,,5000,,,7000,
13602,ຜ້າປຽກສາກູລະ,,482400,,,503000,
6970448108795,ຜ້າປຽກສາກູລະ,,9648,,,15000,
13600,ຜ້າປຽກຫວຽດ,,250000,,,255000,
8938508779055,ຜ້າປຽກຫວຽດ,,5000,,,7000,
24552,ຜ້າອັດປາກ kf94,,3800,,,6000,
13717,ຜ້າອານາໄມອໍລິເອກາງຄືນ16ຊີ້ນສີມ່ວງ,,79283,,,83000,
8851818191891,ຜ້າອານາໄມອໍລິເອກາງຄືນ4ຊີ້ນ,,7928,,,9000,
8851818800588,ຜ້າອານາໄມອໍລິເອກາງຄືນ4ຊີ້ນ 12,,90000,,,85000,
8851818828766,ຜ້າອານາໄມອໍລິເອກາງຄືນ4ຊີ້ນ 12ຫໍ່,,79283,,,85000,
13708,ຜ້າອານາໄມອໍລິເອກາງຄືນ4ຊີ້ນ 6ແພັກ,,475700,,,490000,
8851818191778,ຜ້າອານາໄມອໍລິເອສີຂຽວກາງເວັນ4ຊີ້ນ,,5000,,,7000,
01213,ຜ້າອານາໄມອໍລິເອສີຂຽວກາງເວັນ4ຊີ້ນ 10ແພັກ,,549400,,,555000,
8851818800564,ຜ້າອານາໄມອໍລິເອສີຂຽວກາງເວັນ4ຊີ້ນ 12ຫໍ່,,45783,,,58000,
8859342400021,ຜ້າຮອງຍ່ຽວເບບີ້ແພນ,,59000,,,65000,
12380,ຜ້າຮອງຍ່ຽວເບບີ້ແພນ,,64208,,,85000,
8850250007685,ຜົງພະໂລ້,,8000,,,12000,
8858365003011,ຜົງວູ້ນ,,21000,,,25000,
8859374110387,ຝາລຽບ 95,,14740,,,17000,
8859094607013,ຝາໂດມ 116,,14000,,,15000,
8859411410005,ຝາໂດມ 95,,23115,,,26000,
8851932461368,ພອນ,,48333,,,7000,
8851932461375,ພອນ 6 ຊອງ,,29000,,,35000,
8851932389570,ພອນນົມຄີມຊອງ,,10608,,,11000,
8851932389594,ພອນນົມຄີມຊອງ 6 ຊອງ,,63650,,,45000,
8851932382977,ພອນບົວຄີມຊອງ,,4667,,,7000,
13802,ພອນບົວຄີມຊອງ 24ກັບ,,672000,,,67700,
8851932382991,ພອນບົວຄີມຊອງ 6 ຊອງ,,28000,,,33000,
8851932418270,ພອນແດງ,,10000,,,13000,
8852023669991,ພອນໂຕ້ 5 ບາດ,,2513,,,4000,
8852023670003,ພອນໂຕ້ 5 ບາດ 12 ຫໍ່,,33046,,,37000,
4984824089198,ພານາໂຊນິກ AA,,28000,,,35000,
4984824089020,ພານາໂຊນິກທອງ AAA,,24000,,,35000,
8850487001104,ພິກເຜົາແມ່ປານອມ,,14000,,,20000,
8992741905619,ພິດຊ່າ 7.5 ກັມ,,1042,,,2000,
8992741981415,ພິດຊ່າ 7.5 ກັມ 24ຊອງ,,25000,,,30000,
8859708300347,ພີບ ແຄນດີ້ສະຕິກ,,2513,,,4000,
8859708300354,ພີບ ແຄນດີ້ສະຕິກ 12 ອັນ,,30150,,,37000,
8859708302532,ພີບ ຊູຊິ,,2513,,,4000,
8859708302549,ພີບ ຊູຊິ 12 ຫໍ່,,30150,,,37000,
8859708302440,ພີບ ປູກະທະ,,2513,,,5000,
8859708302457,ພີບ ປູກະທະ 12 ອັນ,,30150,,,37000,
8859708300347,ພີບ ແຄນດີ້ສະຕິກ,,2513,,,4000,
8859708300354,ພີບ ແຄນດີ້ສະຕິກ 12 ອັນ,,30150,,,37000,
8850155200716,ພີພັດໂລ 5ບາດ,,3200,,,4000,
8855120001916,ພີອາເຊັອດຊີດ 5ບາດ,,2513,,,4000,
8855120001923,ພີອາເຊັອດຊີດ 5ບາດ 12 ຫໍ່,,30150,,,37000,
8855120001749,ພີອາໄກ່ 5 ບາດ,,2833,,,4000,
8855120001787,ພີອາໄກ່ 5 ບາດ 12 ຫໍ່,,30150,,,37000,
8859731000115,ລິງຈອມຊົນສາລີ 5ບາດ,,2513,,,4000,
88859731000115,ລິງຈອມຊົນສາລີ 5ບາດ 12 ຫໍ່,,30150,,,37000,
8935006352209,ພີແອນເອັນຊັອກໂກແລັດ,,667,,,2000,
00123,ພີແອນເອັນຊັອກໂກແລັດ 2 ບາດ 30 ຖົງ,,20000,,,22000,
8851954195456,ພູເຂົາທອງຝາຂຽວ 12ແກ້ວ,,308200,,,314000,
8851954195456,ພູເຂົາທອງຝາຂຽວ 12ແກ້ວ,,308200,,,314000,
8851954196040,ພູເຂົາທອງຝາທອງແຖມຈອກ,,20000,,,24000,
8854458009755,ຟລຸດຕີ້,,2513,,,4000,
8854458006136,ຟລຸດຕີ້ 12 ອັນ,,30150,,,37000,
8992741905350,ຟລຸດປາຕີ້,,2513,,,4000,
8992741944786,ຟລຸດປາຕີ້ 12 ຫໍ່,,30150,,,37000,
8851315002003,ຟອງນ້ຳຂັດຖ້ວຍ,,2400,,,3000,
8850871401015,ຟອງນ້ຳຕາຫນ່າງ ໂພລີ່,,1861,,,5000,
88508714010155,ຟອງນ້ຳຕາຫນ່າງ ໂພລີ່ 24 ອັນ,,44667,,,50000,
8850871301117,ຟອງນ້ຳມີໃຍຂຽວ ໂພລີ່  24 ອັນ,,27917,,,33000,
8850871301117,ຟອງນ້ຳມີໃຍຂຽວ ໂພລີ່  24 ອັນ,,27917,,,33000,
8854458009236,ຟັນນີ່ແຟນ,,2513,,,4000,
8854458005597,ຟັນນີ່ແຟນ 12 ອັນ,,30150,,,37000,
8850309208728,ຟັນໂອສີເຫຼືອງ 2 ບາດ,,24008,,,28000,
8858875700653,ຟາເກີ 10/1,,35640,,,42000,
8858875704491,ຟາເກີ 11/1,,35640,,,42000,
8858875704071,ຟາເກີ້ 11/7,,40000,,,45000,
8858875700387,ຟາເກີ 5/55,,35640,,,42000,
8858875700608,ຟາເກີ້ 7/7,,40000,,,45000,
8854334002498,ຟ້າໄທນ້ຳໃສ 350ກັມ,,16000,,,18000,
27066,ຟ້າໄທນ້ຳໃສ 6 ຖົງ,,76800,,,96000,
8886467100017,ຟິງເກີ້ດັ້ງເດີມ 100ກັມ,,28000,,,30000,
8886467100024,ຟິງເກີ້ສາຫລ່າຍ 100ກັມ,,29000,,,35000,
8854604000308,ຟິດຊີ່ຄິວມິກຟຣຸດ,,2513,,,4000,
8854604000315,ຟິດຊີ່ຄິວມິກຟຣຸດ 12 ອັນ,,30150,,,37000,
8854604000377,ຟິດຊີ່ຄິວມິກເບີລີ່,,2513,,,4000,
8854604000384,ຟິດຊີ່ຄິວມິກເບີລີ່ 12 ອັນ,,30150,,,37000,
8850919280015,ຟີມຫໍ່ອາຫານ,,10400,,,13000,
8859708320512,ຟຸດລອງ,,2513,,,4000,
8859708320529,ຟຸດລອງ 12 ອັນ,,30150,,,37000,
8852681021582,ຟູຊິ 20 ບາດ,,11103,,,15000,
8852681021698,ຟູຊິສາຫລ່າຍ 20 ບາດ,,11103,,,15000,
8852008001587,ຟູເຊັນຂຽວ,,4500,,,6000,
8852008001594,ຟູເຊັນຂຽວ 10 ອັນ,,45000,,,50000,
8852008613049,ຟູເຊັນບົວ,,4500,,,6000,
8852008623048,ຟູເຊັນບົວ 10 ອັນ,,45000,,,63000,
8852008615029,ຟູເຊັນມ່ວງ,,4500,,,6000,
8852008625028,ຟູເຊັນມ່ວງ 10 ອັນ,,45000,,,63000,
8852008000528,ຟູເຊັນແດງ,,4500,,,6000,
8852008000535,ຟູເຊັນແດງ 10 ອັນ,,45000,,,63000,
8858977001108,ມອຍບູດເຕີ,,20000,,,26000,
8850155996855,ມະພ້າວກະປ໋ອງ240ມລ,,6477,,,10000,
12033,ມະພ້າວກະປ໋ອງ240ມລ 5ແພັກ,,194300,,,200000,
8850155001863,ມະພ້າວກະປ໋ອງ240ມລ 6ປ໋ອງ,,37400,,,40000,
8850151981121,ມະລິໂກລ,,15000,,,17000,
8852681020028,ມະຫາໄຊໝາກເລັ່ນ 5ບາດ,,3200,,,4000,
8852681020639,ມະໂນລາໝາກເລັນ 20 ບາດ,,11418,,,15000,
8851818642300,ມາຈິກຄີນ 5200 ມລ,,108000,,,135000,
8851818876507,ມາຈິກຄີນສີບົວ 900ມລ  12ຕຸກ,,435500,,,446000,
8851818876507,ມາຈິກຄີນສີບົວ 900ມລ  12ຕຸກ,,435500,,,446000,
8851818861404,ມາຈິກຄີນສີມ່ວງ  900ມລ 12ຕຸກ,,435500,,,446000,
8851818861404,ມາຈິກຄີນສີມ່ວງ  900ມລ 12ຕຸກ,,435500,,,446000,
13704,ມາດາມກ້ອຍ ລ້າງຊ່ອງຄອດ,,30000,,,35000,
24829,ມາດາມກ້ອຍພຽວຫວ້ານຫາງຈະເຂ້,,23000,,,28000,
24830,ມາດາມກ້ອຍຫອຍຟິດ,,23000,,,35000,
24828,ມາດາມກ້ອຍເຊລ້າເກັດ,,26000,,,32000,
8859809900057,ມາດເມໂລ,,3200,,,4000,
8859809900095,ມາດເມໂລ,,3200,,,4000,
18859809900139,ມາດເມໂລ 12ຊອງ,,35000,,,37000,
12859809900095,ມາດເມໂລ 12ຊອງ,,29600,,,37000,
6925925908535,ມາດເມໂລ ຄັບ ກລີນແອັບໂປ,,2513,,,4000,
6925925908542,ມາດເມໂລ ຄັບ ກລີນແອັບໂປ 12 ຫໍ່,,30150,,,37000,
6914253436124,ມາດເມໂລ ຄັບ ສະຕໍ,,2513,,,4000,
6914253436957,ມາດເມໂລ ຄັບ ສະຕໍ 12 ຫໍ່,,30150,,,37000,
8858152018075,ມາດເມໂລ ສະຕໍກູດບອຍ 5ບາດ,,2729,,,4000,
8850987201295,ມ່າມ່າຊອງນ້ຳໃສເສັ້ນເລັກ 6ແກັດ,,837500,,,848000,
05678,ມ່າມ່າຊອງນ້ຳໃສເສັ້ນເລັກ 30ຫໍ່,,130000,,,135000,
8850987201295,ມ່າມ່າຊອງນ້ຳໃສເສັ້ນເລັກ 6ແກັດ,,837500,,,848000,
8851876001132,ມ່າມ່າໝຸນ້ຳຕົກ,,4143,,,6000,
8851876002009,ມ່າມ່າເຢັນຕາໂຟ,,4143,,,6000,
8850987201165,ມ່າມ່າເສັ້ນໃຫຍ່ນ້ຳໃສ,,4700,,,6000,
8850987148200,ມ່າມ່າໂອເຄດຳ,,9600,,,12000,
8850987148248,ມ່າມ່າໂອເຄດຳ 4 ຫໍ່,,37000,,,40000,
8850987150098,ມ່າມ່າໂອເຄບົວ,,10000,,,13000,
8850987150104,ມ່າມ່າໂອເຄບົວ 4 ຫໍ່,,39000,,,43000,
8850987148255,ມ່າມ່າໂອເຄແດງ,,9600,,,13000,
8850987148293,ມ່າມ່າໂອເຄແດງ 4 ຫໍ່,,37000,,,40000,
12367,ມາມີ້ໂປະໂກະນ້ອຍs 8ຫໍ່,,321600,,,327000,
8854458009731,ມິກຟຸດ,,2513,,,4000,
8854458009731,ມິກຟຸດ,,2513,,,4000,
8854458006112,ມິກຟຸດ 12 ອັນ,,30150,,,37000,
8854458006112,ມິກຟຸດ 12 ອັນ,,30150,,,37000,
8885013130393,ມິກີ້ມິກິ້ວະນິລາ 30ກັມ,,4000,,,5000,
8859178707516,ມິດທິນໄວສະປາມ່ວງ,,44200,,,50000,
8859178707509,ມິດທີນຊຳເມີຢວີແດງ,,44200,,,55000,
8858223011370,ມິດເຕີຫມີຊັອກໂກແລັດ 5ບາດ,,2513,,,4000,
88858223011370,ມິດເຕີຫມີຊັອກໂກແລັດ 5ບາດ 12 ຫໍ່,,30150,,,37000,
8851959003350,ມິນິເມດ,,11000,,,13000,
8851959003541,ມິນິເມດສົ້ມ 12ແກ້ວ,,8917,,,11000,
12042,ມິນິເມດສົ້ມ 2ແພັກ,,107000,,,112000,
8853141823906,ມິນິແບກັມມີ່ເຈວລີ່,,2513,,,4000,
8853141824002,ມິນິແບກັມມີ່ເຈວລີ່ 12 ອັນ,,30150,,,37000,
6970869671052,ມີດຕັດໜັງ,,44000,,,55000,
8996001302606,ມໍຄິດຂຽວ,,1600,,,2000,
8996001312902,ມໍຄິດຂຽວ 12 ຫໍ່,,21600,,,27000,
8851339204902,ມໍມິວ,,2513,,,4000,
8851339204919,ມໍມິວ 12 ຫໍ່,,30150,,,37000,
8936009150816,ຢະເຮືອງ,,22000,,,28000,
8936009150817,ຢະເຮືອງ,,19583,,,23000,
8851144262012,ຢາກັດຜົມສີຂາວ ດີເຄດ,,20000,,,25000,
8851748000201,ຢາຂ້າມົດຊັນເຈຍ 12 ແພັກ,,360000,,,370000,
8851748000201,ຢາຂ້າມົດຊັນເຈຍ 12 ແພັກ,,360000,,,370000,
14225,ຢາຂ້າໜຸຊອງຂຽວ,,5000,,,7000,
14224,ຢາຂ້າໜຸເມັດສີຟ້າ,,5000,,,7000,
26207,ຢາງລຶບເຈົ້າຍິງ,,4000,,,5000,
15964,ຢາຈອນນີ່ຂຽວ  10 ຊອງ,,52000,,,56000,
8858669403029,ຢາຊ່າລົດຊີຟຸດ 5ບາດ,,2833,,,4000,
8858669404026,ຢາຊ່າລົດຊີຟຸດ 5ບາດ 12 ຫໍ່,,34000,,,37000,
8859290907108,ຢາຍ້ອມຜົມຈັດໂມເດີນສີດຳ,,23000,,,28000,
8850398080250,ຢາຍ້ອມຜົມເບີລີນ່າA14,,33500,,,39000,
8850398080311,ຢາຍ້ອມຜົມເບີລີນ່າA20,,33500,,,39000,
8850398080366,ຢາຍ້ອມຜົມເບີລີນ່າA25,,33500,,,35000,
8850398080588,ຢາຍ້ອມຜົມເບີລີນ່າA47,,33500,,,35000,
8850398080175,ຢາຍ້ອມຜົມເບີລີນ່າA9,,33500,,,39000,
8851826670005,ຢາຍ້ອມຜົມໂອເຄສີດຳ,,20938,,,30000,
8851826670012,ຢາຍ້ອມຜົມໂອເຄສີດຳ 12ຊອງ,,248000,,,258000,
8851826670203,ຢາຍ້ອມຜົມໂອເຄສີນ້ຳຕານ,,20938,,,28000,
8851826670210,ຢາຍ້ອມຜົມໂອເຄສີນ້ຳຕານ  12ຊອງ,,25250,,,263000,
8851826670609,ຢາຍ້ອມຜົມໂອເຄສີນ້ຳຕານປະກາຍທອງ,,20938,,,26000,
8851826670616,ຢາຍ້ອມຜົມໂອເຄສີນ້ຳຕານປະກາຍທອງ 12 ຊອງ,,251250,,,262000,
8850002807563,ຢາຖູແຂ້ວຊໍ 140ກັມ,,27000,,,30000,
8850002807600,ຢາຖູແຂ້ວຊໍສີຂາວ 140ກັມ,,27000,,,30000,
8850002807570,ຢາຖູແຂ້ວຊໍແພັກຄູ່,,57000,,,60000,
8850002807570,ຢາຖູແຂ້ວຊໍແພັກຄູ່,,57000,,,60000,
8850002015241,ໂຄໂດໂມະມ່ວງ40ກັມ,,11000,,,16000,
8850002015258,ໂຄໂດໂມະມ່ວງ40ກັມ,,63500,,,69000,
8850002015227,ໂຄໂດໂມະສົ້ມ40ກັມ,,11000,,,16000,
8850002015234,ໂຄໂດໂມະສົ້ມ40ກັມ,,63500,,,69000,
8850002015203,ໂຄໂດໂມະແດງ40ກັມ,,11000,,,16000,
8850002015210,ໂຄໂດໂມະແດງ40ກັມ,,63500,,,69000,
25317,ຢາລາວ 5 ຊອງ,,42000,,,43000,
8850360091833,ຢາສີດປວກ 450ມລ,,41875,,,50000,
88503600918331,ຢາສີດປວກ 450ມລ 12 ປ໋ອງ,,502500,,,628125,
8850360091857,ຢາສີດປວກ 600ມລ,,53750,,,60000,
8850360091437,ຢາສີດຢຸງໄລ້ກີ່ນ 750 ມລ,,49692,,,55000,
8801116005574,ຢາສູບກອກນ້ອຍ,,23000,,,28000,
4897028983097,ຢາສູບກາເພັດທອງ,,3600,,,5000,
4897028980928,ຢາສູບກາເພັດຟ້າ,,3600,,,5000,
